N,m,c,mean_profile,sd_profile,bias_profile,mean_cond,sd_cond,bias_cond
8000,2,0.5,1.8688278360168602,0.08223090011757368,0.8688278360168602,0.9997445002813754,0.05056195245742136,-0.00025549971862459664
8000,4,0.25,1.4028881474579684,0.059246080315341544,0.4028881474579684,0.9983353282605079,0.03897954467349088,-0.0016646717394921406
8000,8,0.125,1.164775267485461,0.04059499155419597,0.164775267485461,0.9984163675553902,0.033503862569370664,-0.001583632444609795
